Track,Track ID,Artist,Artist ID,Playlisted,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acoustic,Instrumental,Liveness,Valence,Tempo,Dur,Sig
Ringing Bells,57qxqvbmrxQWmNcJMUGHV7,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,0,0.19991382444076317,-1.6796799050506404,-1.5031790060140662,-1.6922466412894146,0.541457361328183,-0.139115720764062,1.4444053188831079,-0.6271369407123083,-0.5044792264635976,0.4131975313710278,0.6557141884002511,0.1680084665090117,-1.5764351976768851
To Violet,2hbrBPAlxmMaPmHq1ow8cr,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,0,-0.23586384897942658,-1.0630743291509326,1.6072594151314619,-1.7283036116660675,0.541457361328183,0.10845644545625241,1.2637996130159805,2.2224186934164556,-0.6269571269067117,2.1426264978215137,0.07331301821052984,-1.6288993855158425,0.28497097804159094
two reverse,4GHHloVSspowQJMBsJ6r37,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,0,-0.31886912010708185,-1.272455293940161,-1.2204118768190182,-1.2820683541187698,0.541457361328183,-0.14757972644680775,1.3710342508745872,-0.6250224417313841,-0.25162162554878137,0.15630622600968247,0.8032845595374556,3.207245101917702e-05,0.28497097804159094
ingydar,5CpH0bwau1sW8vtTBQ8Erc,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,0,1.0161323238627058,-0.8622395261898358,1.3244922859364139,-1.347890474537894,-1.846867493955613,-0.32955584862584225,1.354102465949544,-0.6403288895783728,0.2224863761664994,0.6012786656534416,-0.2526775645817869,0.3670055479182746,-1.5764351976768851
Steamboat,2UpfLEZEhKhOFA6yX2yT7s,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,0,1.4104073617190676,-1.1784475138307113,-1.2204118768190182,-0.5604449604061658,0.541457361328183,-0.010039634102188678,1.311773003636936,-0.6494942327507182,-0.4807738263778335,0.5829292866990597,0.31654263136603294,-0.5461790182584282,0.28497097804159094
Gone,1abuE8PRWIA2GAH1DqzfNl,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,0,1.2167283957545394,-0.03753490977511912,0.4761908983512699,0.7163105812530228,0.541457361328183,-0.3422518571499609,0.990069090061115,-0.6495084977289177,-0.4491666262634815,0.06914667597636905,0.6370205278802366,0.35178824717308327,0.28497097804159094
Disappear,2wB3avg3d0wECItvIHFWiy,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,0,1.3274020905914123,-1.1528090283463162,-0.9376447476239702,-0.8159896632098241,0.541457361328183,-0.1454637250261214,1.3315267527161532,0.26256217527626163,0.6333799776530759,-1.0226413718093488,0.25233397131902613,0.19424627460268068,-1.5764351976768851
Lighthouse,7iEptNX8bJCjJ2B6kDOYAn,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,0,1.770096869938907,-0.42211219204104905,1.041725156741366,0.5023886898908694,0.541457361328183,-0.24914779463975723,1.007000874986158,-0.6491182622080354,-0.5044792264635976,0.0737340207149645,0.4249587948356083,-0.03516447665907608,0.28497097804159094
Hours Were the Birds,4YiYJmrys91SVIuPtU2IH3,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,0,1.1821428661180164,-1.1271705428619208,1.041725156741366,-0.6853133947306808,0.541457361328183,-0.0798676809848414,1.229936043165894,-0.6474866264272325,-0.5961401067952184,-0.4675726584392989,0.5303005755731579,-0.23359640384534014,-5.299247549113837
Wallet,1vp2gc7P1TX6YxWmtgXwm4,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,0,0.3728414726233783,-1.5331132296981804,1.041725156741366,-0.9297264154046345,0.541457361328183,-0.15815973355024002,1.1170574769989392,-0.5207492382541667,-0.5518900266351257,-0.3345396610200309,-0.7612935492029055,0.09084398343177937,0.28497097804159094
Row,1GMLXYMcoz5kJ7QR1rhQ5o,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,0,-0.2773664845432542,-1.396374640448072,-1.5031790060140662,-0.8931854588484296,0.541457361328183,0.2988965733180327,1.334348716870327,-0.6495088448854669,-0.4491666262634815,1.1884587921936596,1.6620974737490197,-1.068067545741036,0.28497097804159094
"not a lot, just forever",11hEwcy9LMEvzAlOYAFhkK,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,0,-1.1350876195290245,-0.9220626589867581,1.3244922859364139,-0.7610572318306285,-1.846867493955613,-0.28723582021211336,1.1537430110031994,-0.648420793141193,-0.6964929671582862,-0.3574763847130082,-1.0482359375252486,0.385959146026625,0.28497097804159094
dragon eyes,2u0vK4Gf1IaEdcI7MtRWP5,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,0,-0.0214335652329842,-1.1784475138307113,1.041725156741366,-1.7345954320002483,0.541457361328183,-0.010039634102188678,0.6034600009392949,-0.6493060423414159,-0.4254612261777175,0.6288027340850143,1.6564787742732499,-0.07206695425711232,0.28497097804159094
Carolina,5MjLrgbmLgwg7LXUhtFEsQ,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,0,-0.00759935337837499,-1.934782835620374,-0.9376447476239702,-2.1975282127421036,0.541457361328183,-0.05447566393660403,1.3851440716454566,-0.6434848582066178,1.5815959810836369,-1.2565959534777171,-0.33709940764854507,-0.6599006069085307,-1.5764351976768851
A Better Time to Meet,3YT410cD1fVPu0y0Eij838,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,0,0.14457697702232633,-1.8770962432804845,-0.6548776184289222,-1.4901824113262951,0.541457361328183,-0.01850363978493442,1.204538365778329,-0.649512758286566,-0.44126482623489355,-0.32995231628143545,-0.3481601179373251,-0.2580131594426795,0.28497097804159094
Angels,1PQmrWPTE4ZgQRtMstfDpm,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,0,-0.23586384897942658,-1.1442628665181842,-0.3721104892338742,-0.07863671866176733,0.541457361328183,-0.1010276951917059,1.2384019356284157,-0.6449366037756106,-0.48867562640642154,-0.5639068979498035,0.4447125873321833,0.3636564858560592,0.28497097804159094
I Still Hear You,4fQajBujPW9fs0AMV13IbF,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,0,-0.32578622603438645,-1.5886632815810369,1.041725156741366,-1.4504955446029992,0.541457361328183,-0.2068277662260284,1.3653903225662396,-0.6492400825970855,-0.5044792264635976,-0.22444338729373994,0.6777295957801547,-0.07507064429416177,0.28497097804159094
Yuki Onna,3MCWVmu8WwbmuKgYJ6Riex,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,0,0.5319349089513834,-1.5801171197529051,-0.9376447476239702,-1.2126163373530026,0.541457361328183,-0.14969572786749427,1.22711407901172,-0.6483987013607955,-0.4965774264350095,-0.7519880322322171,-1.1740029276778616,-0.3042092842633635,0.28497097804159094
Indiana,4T8spb01abMb7algXprCBF,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,0,-0.4018743912347371,-1.3280053458230177,-1.2204118768190182,-0.8179256079280339,0.541457361328183,0.13596446392517628,1.2920192545577192,-0.6494842598898529,-0.45706842629206945,0.4911823919271506,1.2345462476022186,-0.584829287620183,0.28497097804159094
Miss Misty,0UdJ3AJUOruIqOtI2MporO,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,0,-1.0866678780378927,-1.2382706466276339,1.3244922859364139,-0.8426089030852051,0.541457361328183,-0.24914779463975723,0.9787812334444195,-0.6431377016575108,-0.3385414258632493,-0.7061145848462625,-1.4465628588515351,-0.4780779343870663,0.28497097804159094
Kerina,2K7DOvxpvUOL9L59qpFQKP,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,0,-0.4779625564350878,-1.0673474100649982,-0.6548776184289222,-0.2707792319440638,0.541457361328183,-0.007923632681502169,1.3597463942578918,-0.6488941884354299,-0.4965774264350095,0.6471521130393961,3.01613337194449,-0.4381717667519806,2.146377153760067
anything,4DtEcOoqORcOaiYl4HQGsS,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,1,-0.7892323231637947,-0.8237817979632428,-0.6548776184289222,-0.6911212288853091,0.541457361328183,-0.04177965541248542,0.8320390974273785,-0.6494518480920408,-0.6909617071382745,0.5921039761762507,-1.2713937185912085,-0.11798050196629693,0.28497097804159094
Money,2qRkBJLavffoFV8INBOYqI,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,0,-0.23586384897942658,-1.3621899931355448,-0.08934336003882616,-1.024103720417349,0.541457361328183,-0.19624775912259612,1.2186481865491985,-0.6470258550075088,0.19878097608073536,-0.6051930005971626,0.28456198340646194,0.24853247746740387,0.28497097804159094
New York City,2kqdScYStnb6zqxYQlTuCC,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,0,0.8501217816073953,-1.6484864143779592,-1.2204118768190182,-0.9957905289135348,0.541457361328183,0.047092404256345435,1.3710342508745872,-0.6494849857626374,-0.4965774264350095,0.5966913209148461,-0.4279880557723218,0.16033702122274948,-1.5764351976768851
Powerful Man,6CHNlPWuSrXMpZPmB7gkFm,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,-0.34653754381630025,-0.17427349902522746,-0.3721104892338742,0.6439546474099416,0.541457361328183,-0.32955584862584225,-0.9796618895522454,-0.6453784393835649,-0.37805042600618943,-0.49509672687087164,0.7114064549022229,0.06012680482989725,0.28497097804159094
Big Fish,3kQ2V2PH1c36a7Sy4ks8Yk,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,0.7740336164070446,-1.0929858955493936,1.041725156741366,-0.5127723217202557,0.541457361328183,-0.28300381737074043,1.1396331902323302,-0.6477769755410311,-0.37805042600618943,0.7572483867656871,-0.7726369613521015,-0.8479085784261493,0.28497097804159094
Guilty,2gwf1H2uXwLLwzKhnfJPiN,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,0.02006907033084343,0.821354353952125,1.041725156741366,0.8206096029465616,0.541457361328183,-0.361295869936139,0.40592251014712416,-0.3957728805756616,-0.4254612261777175,1.252681618533996,0.9229381219585704,0.002815980290235751,0.28497097804159094
Alina,5ZaOSivLmkm59mydbDwI6Q,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,0.006234858476234221,0.9110890531475082,1.041725156741366,1.0333215288598343,0.541457361328183,-0.37187587703957126,-1.1613963810810426,-0.3588480476251942,-0.6324883869267234,0.7251369735955189,-0.1347555510557205,-0.32120577422910684,0.28497097804159094
Rocket,2zOAxiX8Wa6yKQYUUCR35T,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,1.6040863276835966,-0.47766224392390566,-1.2204118768190182,0.2560397244987058,-1.846867493955613,0.24176453495949862,1.2891972904035454,2.3265656581485428,-0.48867562640642154,-0.11434711356744924,0.4640423270381341,-0.9862248415956464,0.28497097804159094
Crime,2BuW69k9sSW3GTAf6M8gQE,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,0.4143441081872059,-0.11445036622830496,0.19342376915622186,0.5759545891828315,-1.846867493955613,-0.40784790119124087,-0.42373495117999327,0.4235165753167608,-0.08568382494843302,-0.5547322084726126,-0.8460687695951838,0.2690664142363622,0.28497097804159094
Sportstar,1CRq2M7Tq4dl7Bwif65doB,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,-1.1904244669474613,0.2145768641547686,0.19342376915622186,0.47649542928481653,0.541457361328183,-0.27877181452936756,-0.32214424162973404,1.834234552142311,-0.47287202634924547,-0.48592203739368073,2.4029883744345177,0.1859573459986975,0.28497097804159094
Walk Away,36hTYlFbEsH2SOu24KJNtH,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,-1.266512632147812,1.2315701217024502,-1.2204118768190182,1.5480408308137945,-1.846867493955613,-0.15392773070886714,-0.9373324272396374,1.073646112735247,0.1750755759949713,-0.17856993990778539,-1.6226507801582144,0.455745226748039,0.28497097804159094
Hope,35UO6dWrEPLmeSVXtAysS4,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,0.3520901548414645,0.47950788082685347,0.19342376915622186,1.129876771680535,0.541457361328183,-0.3824558841430035,-0.42373495117999327,0.8306365283603758,-0.4491666262634815,0.151718881271087,-0.7410803661831541,-0.5934740540682766,0.28497097804159094
Southern Sky,022KnoVZaB3IJx21uW5tDH,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,0.08232302367658488,-0.04180799068918501,0.4761908983512699,1.0838980846230584,0.541457361328183,-0.4290079153981053,-0.39269334548408064,-0.6461989912269086,-0.40965762612054146,-0.7840994454023853,-0.7717535180383014,-0.214056719876102,0.28497097804159094
Gretel,36zqSzaPzQWZYDCNm1klgY,Alex G,6lcwlkAjBPSKnFBZjjZFJs,1,-0.36728886159821406,1.6716974558512367,0.7589580275463179,0.9495919197972719,0.541457361328183,-0.06505567104003628,-1.0191693877106796,0.8306365283603758,0.9099429786536559,0.22511639708861433,0.7122898982160234,-0.2417806742598791,0.28497097804159094
Taking,0tiNeYDy3Snmqd3LGaHOIM,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,0.6426086037882571,0.582061822764435,-1.2204118768190182,1.3198413471548454,-1.846867493955613,-0.44593592676359695,-1.137691882185982,2.156143352223309,-0.6506625269924757,0.8581699710147866,-1.0908179052504239,-0.825595452436639,0.28497097804159094
Near,2lp6P4JlONz3vwJG9KoKUP,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,-0.28428359047055884,1.7315205886481593,-0.3721104892338742,0.9469299958097338,0.541457361328183,0.10210844119419303,-0.8865370724645076,-0.10037421697192234,-0.006665824662553076,1.321491789612928,1.6305408785800724,-0.8775059144009781,0.28497097804159094
Project 2,29b5SC8Ku10xZcT9vepbmL,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,-0.8376520646549268,1.2956663354134386,-0.9376447476239702,1.0200119089221436,0.541457361328183,-0.01850363978493442,-0.42937887948834097,0.022708559529635738,-0.4807738263778335,-0.8024488243567671,-0.26504577097499116,-0.7433131838955838,-1.5764351976768851
Bad Man,73qKR2EaV4CbzdCHCV7XdP,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,1.099137594990361,1.120470017936737,-0.9376447476239702,1.3938912326263602,0.541457361328183,0.049208405677031795,-1.1664759165585556,-0.6294407978109272,-0.6064124468323828,1.7618768845180912,-1.0542433520590908,-1.0616729303659933,0.28497097804159094
Sugar,1nS3UB8oPhbgA1ZtbX2OU7,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,-1.0728336661832834,0.3214038870064159,1.041725156741366,1.440353905863389,-1.846867493955613,-0.12641971223994325,-1.257343162322954,1.3450594147643236,-0.7849931274784719,-1.5396351238490564,-0.9850167339896978,-0.47132748116791334,0.28497097804159094
Judge,2tYzS0a3NwrVnXHNEQvygC,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,0.15841118887693553,1.0734661278820121,-0.9376447476239702,1.0928518289447775,0.541457361328183,-0.41419590545330015,-1.279918875556345,-0.2108331189605,0.26199537630943925,1.1471726895463004,1.6266890657319035,-0.6620147023353042,0.28497097804159094
In My Arms,0HB3y02c3bNEaT5b8a90IW,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,0.25525067185920003,-0.0033502624625919735,-0.6548776184289222,1.092125849675449,0.541457361328183,-0.3401358557292745,-0.10485300175834608,-0.5810282390536478,-0.2674252256059574,0.7618357315042825,0.2828304345114131,-0.5245357046813609,0.28497097804159094
Intro,2vz6LSOv3iweTqKTmbA2ey,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,-0.6647244164723117,0.3427692915767449,-1.2204118768190182,-0.24053009572203982,0.541457361328183,-0.007923632681502169,-0.6664238684389461,2.0519963874912213,1.4551671806262287,-0.6327170690287354,-0.9512691994025257,-1.7180995603791616,0.28497097804159094
SugarHouse - Live,1V0mZgcXX5CAr1cGrlh6bz,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,-0.29811780232516805,1.0221891569132215,-0.9376447476239702,1.054616920760139,0.541457361328183,-0.3041638315776049,-1.1086256513979913,-0.6494723618881244,2.079409382884682,0.9499168657866958,-0.29674371707414676,0.08382141892007139,0.28497097804159094
Poison Root,6ayjKIrJVuCLLbLtupBjzC,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,0.02698617625814804,0.07783827490466,-0.9376447476239702,0.12245953894224801,0.541457361328183,-0.2724238102673082,-0.3983372737924284,2.159299320851554,1.7554355817125733,-0.20609400833935812,-1.1645677530864744,-0.7191057446771328,-5.299247549113837
Proud,2vrUEPFeTnkeLqmG1JXiaZ,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,0.6979454512066939,1.0649199660538804,-0.3721104892338742,0.8632003867471714,-1.846867493955613,-0.3739918784602577,-1.2694776081859018,-0.6462621105994735,0.18297737602355932,1.9086719161531458,0.537156095688249,0.8760420497371306,0.28497097804159094
County,0boOQ81nFpxt2n7OCxXGcG,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,0.03390328218545264,0.21884994506883448,0.4761908983512699,0.7547874825274373,0.541457361328183,-0.3316718500465287,-0.05970157529156414,-0.1414018091391083,-0.13309462511996112,0.4590709787569824,0.7447299366987712,-0.32920165990264616,-1.5764351976768851
Bobby,18N9hZG0MZryxpB4H36IyP,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,-1.7714613648410478,-0.4477506775254444,0.4761908983512699,1.0086382337026627,0.541457361328183,-0.24914779463975723,-1.2694776081859018,-0.649512758286566,-0.6348589269352998,0.014098539113223561,-0.9806348551532479,0.09940502332831755,0.28497097804159094
Witch,0CBT0eSGnfOJdtctUcY4Qx,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,-0.19436121341559934,0.8042620302958614,1.3244922859364139,1.0773642711991012,0.541457361328183,-0.3888038884050628,-1.32365931994604,0.29412186155871245,2.48240118434267,-0.31160293732705363,-0.3855121012448026,-0.5562262044450744,0.28497097804159094
Horse,0BkVP1eODFI6L1oI5qBKit,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,-1.7991297885502662,1.1845662316477255,1.041725156741366,1.1509301704910635,0.541457361328183,-0.2724238102673082,-1.152930488618521,2.1308956031973483,1.4946761807691686,1.3490158580445006,-1.4180453086820608,-0.9337178279514752,0.28497097804159094
Brick,0XgwWW3JX3otV35ZiP71i6,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,-1.9858916485874907,2.111824790000023,0.19342376915622186,1.5565105889559612,-1.846867493955613,5.394227994330999,-1.3510013306358306,-0.3023562091796073,2.664142585000194,-0.7474006874936217,1.619904221081917,-0.8484632668302037,0.28497097804159094
Cow,2S1hnlNW4hVAfmC4kqshP6,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,0.5803546504425157,-0.6443123995724752,-0.08934336003882616,0.5759545891828315,-1.846867493955613,-0.31897584152241004,1.0690840863779834,-0.6493218221845571,-0.5913990267780657,0.2526404655201871,0.07257092582693754,-0.5081776296712275,0.28497097804159094
